h_sub [mm],L_sub [mm],W_sub [mm],r_ap [mm],r_w [mm],g_w [mm],f_w [mm],airgap [mm],L_gnd [mm],W_gnd [mm],dia_L_Omega_RO5880_Diamond_Alumina [mm],dia_W_Omega_RO5880_Diamond_Alumina [mm],dia_h_Omega_RO5880_Diamond_Alumina [mm],al_L_Omega_RO5880_Diamond_Alumina [mm],al_W_Omega_RO5880_Diamond_Alumina [mm],al_h_Omega_RO5880_Diamond_Alumina [mm],Freq [GHz],|dB(S(Port1,Port1)) (Real)|,|dB(S(Port1,Port1)) (Imag)|,|dB(S(Port2,Port1)) (Real)|,|dB(S(Port2,Port1)) (Imag)|
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.98,-17.471041637865056,0.0,-0.11085516362779914,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.0,-17.484905056038013,0.0,-0.11144634207360797,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.02,-17.50081213021619,0.0,-0.11200144403548294,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.04,-17.518771174694454,0.0,-0.11251911072109386,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.06,-17.538789086213836,0.0,-0.11299810495665441,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.08,-17.560871375246162,0.0,-0.1134373267778313,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.1,-17.58502210968122,0.0,-0.1138358288816311,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.12,-17.611243974161837,0.0,-0.11419282804354691,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.14,-17.63953825971156,0.0,-0.11450771543219115,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.16,-17.66990489745764,0.0,-0.11478006375756279,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.18,-17.702342486874414,0.0,-0.11500963185275298,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,3.2,-17.736848321161897,0.0,-0.11519636672502255,0.0
