h_sub [mm],L_sub [mm],W_sub [mm],r_ap [mm],r_w [mm],g_w [mm],f_w [mm],airgap [mm],L_gnd [mm],W_gnd [mm],dia_L_Omega_RO5880_Diamond [mm],dia_W_Omega_RO5880_Diamond [mm],dia_h_Omega_RO5880_Diamond [mm],Freq [GHz],|dB(S(Port1,Port1)) (Real)|,|dB(S(Port1,Port1)) (Imag)|,|dB(S(Port2,Port1)) (Real)|,|dB(S(Port2,Port1)) (Imag)|
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.76,-31.77071380943303,0.0,-0.022041335738226142,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.78,-31.741486213161284,0.0,-0.022640190803430882,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.8,-31.713535519849746,0.0,-0.023251575764388358,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.82,-31.686873583630852,0.0,-0.023874848933952957,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.84,-31.661510076633554,0.0,-0.024509288941182795,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.86,-31.63745211292529,0.0,-0.02515409949229492,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.88,-31.614703928806446,0.0,-0.025808415600723066,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.9,-31.593266597014708,0.0,-0.026471311254360027,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.92,-31.5731377731008,0.0,-0.027141808405011864,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.94,-31.554311445762675,0.0,-0.02781888713692671,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.96,-31.53677784541786,0.0,-0.028501496723223434,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,2.98,-31.520523147015833,0.0,-0.02918856755493705,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.0,-31.505529677854746,0.0,-0.029879023215941533,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.02,-31.491775523078488,0.0,-0.030571793125607552,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.04,-31.4792349812604,0.0,-0.031265824514602684,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.06,-31.467878333750733,0.0,-0.03196009443399664,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.08,-31.457672127376625,0.0,-0.032653620737806956,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.1,-31.448579350010984,0.0,-0.03334547219815823,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.12,-31.440559627796812,0.0,-0.03403477744623114,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.14,-31.433569542931608,0.0,-0.034720732513227145,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.16,-31.427562865897624,0.0,-0.03540260697691954,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.18,-31.422490891835245,0.0,-0.03607974852363762,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,3.2,-31.41830276820667,0.0,-0.036751585972008005,0.0
